和		hu2	/to complete a set in mahjong or playing cards/
和		huo2	/to combine a powdery substance (flour, plaster etc) with water/Taiwan pr. [huo4]/
和		huo4	/to mix (ingredients) together/to blend/classifier for rinses of clothes/classifier for boilings of medicinal herbs/
咍		hai1	/(interj.)/happy/sound of laughter/
咎		jiu4	/fault/to blame/to punish/calamity/misfortune/
咐		fu4	/to order/
咑		da1	/da! (sound used to move animals along)/
咒		zhou4	/incantation/magic spell/curse/malediction/to revile/to put a curse on sb/
咔		ka3	/(used as phonetic "ka")/
咕		gu1	/(onom.) for the sound of a bird, an empty stomach etc/
咖		ka1	/coffee/class/grade/
咗		zuo3	/Cantonese particle equivalent to 了[le5] or 過|过[guo4]/
咚		dong1	/boom (of a drum)/
咠		qi4	/to whisper/to blame, to slander/
咡		er4	/space between mouth and ears/
咢		e4	/beat a drum/startle/
咣		guang1	/(onom.) bang/door banging shut/
咤		zha4	/see 叱咤[chi4 zha4]/
咥		die2	/gnaw/bite/
咥		xi4	/loud laugh/
咦		yi2	/expression of surprise/
咧		lie1	/see 咧咧[lie1 lie1]/
咧		lie3	/to draw back the corners of one's mouth/
咧		lie5	/modal particle expressing exclamation/
咨		zi1	/to consult/
咩		mie1	/the bleating of sheep/final particle which transforms statements into questions that indicate doubt or surprise (Cantonese)/
咪		mi1	/sound for calling a cat/
咫		zhi3	/8 in. length unit of Zhou dynasty/
咬		yao3	/to bite/to nip/
咭		ji1	/variant of 嘰|叽[ji1]/
咮		zhou4	/beak of bird/peck at/
咯		ge1	/(phonetic)/
咯		lo5	/(final particle similar to 了, indicating that sth is obvious)/
咯		luo4	/to cough up/also pr. [ka3]/
咱		za2	/see 咱[zan2]/
咱		zan2	/I or me/we (including both the speaker and the person spoken to)/
咲		xiao4	/old variant of 笑[xiao4]/
咳		hai1	/sound of sighing/
咳		ke2	/cough/
咴		hui1	/neigh/whinny (sound made by a horse)/
咷		tao2	/wail/
咸		Xian2	/surname Xian/
咸		xian2	/all/everyone/each/widespread/harmonious/
咹		e4	/eh?/
咺		xuan3	/glorious/sob/weep/
咻		xiu1	/call out/jeer/
咼		Guo1	/surname Guo/
咼		wai1	/lopsided/Taiwan pr. [kuai1]/
咽		yan1	/narrow pass/throat/pharynx/
咽		yan4	/variant of 嚥|咽[yan4]/
咽		ye4	/to choke (in crying)/
咾		lao3	/a noise/a sound/
咿		yi1	/(onom.) to squeak/
哀		Ai1	/Ai (c. 2000 BC), sixth of legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God, also known as Li 釐|厘[Li2]/
哀		ai1	/sorrow/grief/pity/to grieve for/to pity/to lament/to condole/
品		pin3	/article/commodity/product/goods/kind/grade/rank/character/disposition/nature/temperament/variety/to taste sth/to sample/to criticize/to comment/to judge/to size up/fret (on a guitar or lute)/
哂		shen3	/(literary) to smile/to sneer/
哄		hong1	/roar of laughter (onom.)/hubbub/to roar (as a crowd)/
哄		hong3	/to deceive/to coax/to amuse (a child)/
哆		duo1	/quiver/woolen cloth/
哇		wa1	/Wow!/sound of child's crying/sound of vomiting/
哇		wa5	/replaces 啊[a5] when following the vowel "u" or "ao"/
哈		Ha1	/abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan/abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin/
哈		ha1	/(interj.) ha!/(onom. for laughter)/(slang) to be infatuated with/to adore/abbr. for 哈士奇[ha1 shi4 qi2], husky (dog)/
哈		ha3	/a Pekinese/a pug/(dialect) to scold/
哉		zai1	/(exclamatory or interrogative particle)/
哋		di4	/(Cant.) plural for pronouns/
哌		pai4	/used in transliteration/
哎		ai1	/hey!/(interjection used to attract attention or to express surprise or disapprobation)/
哏		gen2	/funny/amusing/sth comical/
哏		hen3	/old variant of 狠[hen3]/old variant of 很[hen3]/also used as an exclamation of anger/
哐		kuang1	/(onom.) clang/see 哐啷, clatter/
哚		duo3	/see 吲哚, indole C8H7N/
哞		mou1	/moo (sound made by cow)/
員		yuan2	/person/employee/member/
哢		long4	/to sing or chirp (of birds)/music sound/
哤		mang2	/jargon/
哥		ge1	/elder brother/
哦		e2	/to chant/
哦		o2	/oh (interjection indicating doubt or surprise)/
哦		o4	/oh (interjection indicating that one has just learned sth)/
哦		o5	/sentence-final particle that conveys informality, warmth, friendliness or intimacy/may also indicate that one is stating a fact that the other person is not aware of/
哧		chi1	/(onom.) giggling/breathing/tearing of paper, ripping of fabric etc/
哨		shao4	/a whistle/sentry/
哩		li3	/mile (unit of length equal to 1,609.344 m)/old form of modern 英里[Ying1 li3]/
哩		li5	/(modal final particle similar to 呢[ne5] or 啦[la5])/
哪		na3	/how/which/
哪		na5	/(emphatic sentence-final particle, used instead of 啊[a5] after a word ending in "n")/
哪		nei3	/which? (interrogative, followed by classifier or numeral-classifier)/
哫		zu2	/to cajole/
哭		ku1	/to cry/to weep/
哮		xiao4	/pant/roar/bark (of animals)/
哰		lao2	/see 囒哰[lan2 lao2], confused talk/
哱		bo1	/phonetic bo/used in onomatopoeia/see 呼呼哱[hu1 hu1 bo1], hoopoe bird/
哲		zhe2	/wise/a sage/
哳		zha1	/see 嘲哳, (onom.) twitter/twittering sound/
哶		mie1	/old variant of 咩[mie1]/
哺		bu3	/to feed/
哼		heng1	/to groan/to snort/to hum/to croon/humph!/
哽		geng3	/choking/
哿		ge3	/excellent/happy/well-being/
唁		yan4	/to extend condolences/
唂		gu1	/(onom.) bird call/
唃		gu1	/old variant of 唂[gu1]/
唄		bai4	/to chant/see 梵唄|梵呗[fan4 bai4]/
唄		bei5	/modal particle indicating indicating lack of enthusiasm/modal particle indicating that things should only or can only be done a certain way/
唅		han1	/a sound/to put in the mouth/
唆		suo1	/to suck/to incite/
唇		chun2	/lip/
唈		yi4	/palpitation/short breathing/
唉		ai1	/interjection or grunt of agreement or recognition (e.g. yes, it's me!)/to sigh/
唉		ai4	/alas/oh dear/
唊		jia2	/(old) to talk recklessly/to talk nonsense/talkative/
唎		li4	/(final particle)/sound/noise/
唎		li5	/variant of 哩[li5]/
唏		xi1	/sound of sobbing/
唐		Tang2	/Tang dynasty (618-907)/surname Tang/
唐		tang2	/to exaggerate/empty/in vain/old variant of 螗[tang2]/
唑		zuo4	/azole (chemistry)/
唔		wu2	/oh (expression of agreement or surprise)/(Cantonese) not/
唕		zao4	/variant of 唣[zao4]/
唘		qi3	/variant of 啟|启[qi3]/
唚		qin4	/to vomit (of dogs and cats)/to rail against/to talk nonsense/
唞		dou3	/to take a rest (Cantonese)/
唣		zao4	/see 羅唣|罗唣, to create a disturbance/to make trouble/to harass/
唧		ji1	/(onom.) to pump (water)/
唪		feng3	/recite/chant/
唫		jin4	/to stutter/to shut one's mouth/Taiwan pr. [yin2]/
唫		yin2	/old variant of 吟[yin2]/
唫		yin2	/variant of 崟[yin2]/
唬		hu3	/a tiger's roar/to scare/
售		shou4	/to sell/to make or carry out (a plan or intrigue etc)/
唯		wei2	/-ism/only/alone/
唯		wei3	/yes/
唰		shua1	/(onom.) swishing/rustling/
唱		chang4	/to sing/to call loudly/to chant/
唲		er2	/forced laughter/
唳		li4	/cry of a crane or wild goose/
唵		an3	/(interjection) oh!/(dialect) to stuff sth in one's mouth/(used in buddhist transliterations) om/
唶		jie4	/sigh/groan/loud laughter/
唷		yo1	/(interjection expressing surprise) Oh!/My!/
唷		yo5	/final particle expressing exhortation, admiration etc/
唸		nian4	/variant of 念[nian4], to read aloud/
唹		yu2	/to smile at/
唻		lai4	/(modal particle similar to 呢[ne5] or 啦[la1])/
唼		sha3	/to speak evil/gobbling sound made by ducks/
唾		tuo4	/saliva/to spit/
唿		hu1	/to whistle (with fingers in one's mouth)/(onom.) for the sound of the wind/
啁		zhou1	/twittering of birds/
啃		ken3	/to gnaw/to nibble/to bite/
啄		zhuo2	/to peck/
啅		zhao4	/chirp/
商		Shang1	/Shang Dynasty (c. 1600-1046 BC)/surname Shang/
商		shang1	/commerce/merchant/dealer/to consult/2nd note in pentatonic scale/quotient (as in 智商[zhi4 shang1], intelligence quotient)/
啉		lin2	/see 卟啉, porphyrin/
啊		a1	/interjection of surprise/Ah!/Oh!/
啊		a2	/interjection expressing doubt or requiring answer/Eh?/what?/
啊		a3	/interjection of surprise or doubt/Eh?/My!/what's up?/
啊		a4	/interjection or grunt of agreement/uhm/Ah, OK/expression of recognition/Oh, it's you!/
啊		a5	/modal particle ending sentence, showing affirmation, approval, or consent/
啍		tun1	/move slowly/
啎		wu3	/obstinate, disobedient, intractable/
問		wen4	/to ask/
啐		cui4	/to spit/(onom.) pshaw!/(old) to sip/
啑		die2	/old variant of 喋[die2]/
啓		qi3	/variant of 啟|启[qi3]/
啕		tao2	/wail/
啖		dan4	/to eat/to taste/to entice (using bait)/
啗		dan4	/variant of 啖[dan4]/
啜		chuo4	/(literary) to drink/to sip/to sob/
啞		ya1	/(onom.) sound of cawing/sound of infant learning to talk/variant of 呀[ya1]/
啞		ya3	/dumb/mute/hoarse/husky/unexploded (of artillery shell etc)/
啟		Qi3	/Qi son of Yu the Great 禹[Yu3], reported founder of the Xia Dynasty 夏朝[Xia4 Chao2] (c. 2070-c. 1600 BC)/
啟		qi3	/to open/to start/to initiate/to enlighten or awaken/to state/to inform/
啡		fei1	/(phonetic component)/
啢		liang3	/ounce (British imperial system) (old)/
啣		xian2	/variant of 銜|衔[xian2]/
啤		pi2	/beer/
啥		sha2	/dialectal equivalent of 什麼|什么[shen2 me5]/also pr. [sha4]/
啦		la1	/(onom.) sound of singing, cheering etc/(phonetic)/(dialect) to chat/
啦		la5	/sentence-final particle, contraction of 了啊, indicating exclamation/particle placed after each item in a list of examples/
啪		pa1	/(onom.) bang/pop/pow/
啫		zhe3	/particle used for interjection (Cantonese)/see also 啫哩[zhe3 li1]/
啱		yan1	/correct/suitable/to suit sb/just now (Cantonese)/
啲		di1	/some/few/a little (Cantonese)/
啵		bo1	/(onom.) to bubble/
啵		bo5	/grammatical particle equivalent to 吧/
啶		ding4	/idine (chemistry)/
啷		lang1	/(onom.) bang/clank/see 哐啷, clatter/
啺		tang2	/old variant of 唐[tang2]/
啻		chi4	/only (classical, usually follows negative or question words)/(not) just/
啼		ti2	/to cry/to weep aloud/to crow/to hoot/
啽		an2	/to speak (Cantonese)/
啾		jiu1	/(onom.) wailing of child/chirp/kiss (Tw)/
喀		ka1	/(onom.) sound of coughing or vomiting/
喁		yong2	/breathing (of fish)/
喂		wei2	/hello (when answering the phone)/
喂		wei4	/hey/to feed (an animal, baby, invalid etc)/
喃		nan2	/mumble in repetition/
善		shan4	/good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect/
喆		zhe2	/(used in given names)/variant of 哲[zhe2]/
喇		la1	/(onom.) sound of wind, rain etc/
喇		la3	/(phonetic)/
喈		jie1	/harmonious (of music)/
喉		hou2	/throat/larynx/
喊		han3	/to yell/to shout/to call out for (a person)/
喋		die2	/flowing flood/to chatter/
喌		zhou1	/syllable/
喎		wai1	/awry (mouth)/askew/Taiwan pr. [kuai1]/
喏		nuo4	/(indicating agreement) yes/all right/(drawing attention to) look!/here!/variant of 諾|诺[nuo4]/
喏		re3	/to salute/make one's curtsy/
喑		yin1	/mute/
喒		zan2	/variant of 咱[zan2]/
喓		yao1	/grasshopper chirp/mosquito buzz/
喔		o1	/I see/oh/
喔		wo5	/(particle) marker of surprise, sudden realization, reminder/
喘		chuan3	/to gasp/to pant/asthma/
喙		hui4	/beak/snout/mouth/to pant/
喚		huan4	/to call/
喜		xi3	/to be fond of/to like/to enjoy/to be happy/to feel pleased/happiness/delight/glad/
喝		he1	/to drink/My goodness!/
喝		he4	/to shout loudly/
喟		kui4	/to sigh/
喣		xu3	/to breathe upon/
喤		huang2	/sobbing/sound of bell/
喥		du4	/used in location words (Cantonese)/Mandarin equivalent: 裡|里[li3]/
喦		nie4	/talkative/
喧		xuan1	/clamor/noise/
喨		liang4	/clear/resounding/
喩		yu4	/Japanese variant of 喻/
喪		sang1	/mourning/funeral/(old) corpse/
喪		sang4	/to lose sth abstract but important (courage, authority, one's life etc)/to be bereaved of (one's spouse etc)/to die/disappointed/discouraged/
喫		chi1	/variant of 吃[chi1]/
喬		Qiao2	/surname Qiao/
喬		qiao2	/tall/
喭		yan4	/condole with/
單		Shan4	/surname Shan/
單		dan1	/bill/list/form/single/only/sole/odd number/CL:個|个[ge4]/
喰		can1	/old variant of 餐[can1]/
喱		li2	/grain weight/
喲		yo1	/Oh! (interjection indicating slight surprise)/
喲		yo5	/(sentence-final particle expressing exhortation)/(syllable filler in a song)/
喳		cha1	/see 喳喳[cha1 cha5]/
喳		zha1	/(onom.) chirp, twitter, etc/
喵		miao1	/(onom.) meow/cat's mewing/
営		ying2	/Japanese variant of 營|营/
喹		kui2	/see 喹啉[kui2 lin2]/
喺		xi3	/to be at, in or on (Cantonese)/Mandarin equivalent: 在[zai4]/
喻		Yu4	/surname Yu/
喻		yu4	/to describe sth as/an analogy/a simile/a metaphor/an allegory/
喼		jie2	/box (dialect)/used to transliterate words with sounds kip-, cap- etc/
喿		sao4	/chirping of birds/
嗀		huo4	/to vomit/
嗁		ti2	/variant of 啼[ti2]/
嗃		he4	/scold with severity/
嗄		a2	/variant of 啊[a2]/
嗄		sha4	/hoarse/
嗅		xiu4	/to smell/to sniff/to nose/
嗆		qiang1	/to choke (because of swallowing the wrong way)/
嗆		qiang4	/to irritate the nose/to choke (of smoke, smell etc)/pungent/(coll.) (Tw) to shout at sb/to scold/to speak out against sb/
嗇		se4	/stingy/
嗈		yong1	/to choke/
嗉		su4	/crop (of bird)/
嗊		hong3	/sing/
嗍		suo1	/to suck/Taiwan pr. [shuo4]/
嗎		ma3	/see 嗎啡|吗啡, morphine/
嗎		ma5	/(question particle for "yes-no" questions)/
嗐		hai4	/exclamation of regret/
嗑		ke4	/to crack (seeds) between one's teeth/
嗒		ta4	/to despair/
嗓		sang3	/throat/voice/
嗔		chen1	/to be angry at/to be displeased and annoyed/
嗕		Ru4	/ancient tribe of northern China/
嗖		sou1	/(onom.) whooshing/swishing/rustle of skirts/
嗙		pang3	/(onom.) bang!/
嗚		wu1	/(onom.) for humming or whimpering/
嗛		qian4	/pouch/hold/content/
嗜		shi4	/addicted to/fond of/stem corresponding to -phil or -phile/
嗝		ge2	/hiccup/belch/
嗟		jie1	/sigh/also pr. [jue1]/
嗡		weng1	/(onom.) buzz/hum/drone/
嗣		si4	/succession (to a title)/to inherit/continuing (a tradition)/posterity/
嗤		chi1	/laugh at/jeer/scoff at/sneer at/
嗥		hao2	/to howl (like a wolf)/
嗦		suo1	/suck/
嗨		hai1	/oh alas/hey!/hi! (loanword)/a high (natural or drug-induced) (loanword)/
嗩		suo3	/see 嗩吶|唢呐[suo3 na4]/
嗪		qin2	/used in phonetic transcription -xine, -zine or -chin/
嗬		he1	/hey! (exclamation)/I say!/
嗯		en1	/(a groaning sound)/
嗯		en4	/(nonverbal grunt as interjection)/OK, yeah/what?/
嗯		en5	/interjection indicating approval, appreciation or agreement/
嗰		ge4	/that (Cantonese)/Mandarin equivalent: 那[na4]/
嗲		dia3	/coy/childish/
嗵		tong1	/(onom.) thump/thud/
嗶		bi4	/(phonetic)/
嗷		ao2	/loud clamor/the sound of wailing/
嗹		lian2	/chattering/
嗻		zhe4	/(old) aye aye!/
嗽		sou4	/cough/
嗾		sou3	/to urge on/incite/
嗿		tan3	/sound of many people eating/
嘀		di1	/(onom.) sound of dripping water, a ticking clock etc/
嘁		qi1	/whispering sound/
嘂		jiao4	/old variant of 叫[jiao4]/ancient musical instrument similar to ocarina/
嘅		ge3	/possessive particle (Cantonese)/Mandarin equivalent: 的[de5]/
嘅		kai3	/old variant of 慨[kai3]/to sigh (with emotion)/
嘆		tan4	/to sigh/to exclaim/
嘈		cao2	/bustling/tumultuous/noisy/
嘉		Jia1	/surname Jia/
嘉		jia1	/excellent/auspicious/to praise/to commend/
嘊		ai2	/to growl (of dog)/to bare fangs/
嘌		piao1	/fast/speedy/
嘌		piao4	/purine/see 嘌呤[piao4 ling4]/
嘍		lou2	/subordinates in gang of bandits/
嘍		lou5	/(final particle equivalent to 了[le5])/(particle calling attention to, or mildly warning of, a situation)/
嘎		ga2	/cackling sound/
嘏		gu3	/good fortune/longevity/
嘏		jia3	/far/grand/
嘐		xiao1	/boastful/bombastic/
嘑		hu1	/variant of 呼[hu1]/to shout/to call out/
嘒		hui4	/shrill sound/twinkling/
嘓		guo1	/sound of swallowing/croak/
嘔		ou3	/vomit/
嘖		ze2	/(interj. of admiration or of disgust)/to click one's tongue/to attempt to (find an opportunity to) speak/
嘗		chang2	/to taste/to try/to experience/already/ever/once/
嘚		de1	/(onom.) for the sound of horsehoofs/
嘛		ma5	/modal particle indicating that sth is obvious/particle indicating a pause for emphasis/
嘜		mai4	/mark (loanword)/also pr. [ma4]/
嘞		lei5	/sentence-final particle similar to 了[le5], but carrying a tone of approval/
嘟		du1	/toot/honk/to pout/
嘠		ga2	/old variant of 嘎[ga2]/
嘡		tang1	/(onom.) clang/bong/bang/
嘢		ye3	/thing/matter (Cantonese)/see also 乜嘢[mie1 ye3]/
嘣		beng1	/sound of an explosion/sound of sth throbbing or bursting/
嘥		sai1	/to waste (Cantonese)/
嘦		jiao4	/if only/so long as/(contraction of 只 and 要)/
嘧		mi4	/(phonetic) as in pyrimidine/
嘩		hua1	/crashing sound/
嘩		hua2	/cat-calling sound/clamor/noise/
嘫		ran2	/old variant of 然[ran2]/
嘬		chuai4	/(literary) to gnaw/to eat ravenously/
嘬		zuo1	/(coll.) to suck/
嘭		peng1	/(onom.) bang/
嘮		lao2	/to chatter/
嘮		lao4	/to gossip/to chat (dialect)/
嘯		xiao4	/to hiss/to whistle/
嘰		ji1	/grumble/
嘲		chao2	/to ridicule/to mock/
嘲		zhao1	/see 嘲哳, (onom.) twitter/twittering sound/
嘴		zui3	/mouth/beak/nozzle/spout (of teapot etc)/CL:張|张[zhang1],個|个[ge4]/
嘵		xiao1	/a cry of alarm/querulous/
嘶		si1	/hiss/neigh/Ss! (sound of air sucked between the teeth, indicating hesitation or thinking over)/
嘷		hao2	/variant of 嗥[hao2]/
嘸		fu3	/perplexed/astonished/
嘸		m2	/dialectal equivalent of 沒有|没有[mei2 you3]/
嘹		liao2	/clear sound/cry (of cranes etc)/
嘻		xi1	/laugh/giggle/(interjection expressing admiration, surprise etc)/
嘽		chan3	/see 嘽嘽|啴啴[chan3 chan3]/see 嘽緩|啴缓[chan3 huan3]/
嘽		tan1	/see 嘽嘽|啴啴[tan1 tan1]/
嘿		hei1	/hey/
噀		xun4	/spurt out of the mouth/
噁		e3	/variant of 惡|恶[e3], esp. used in names of chemical components/
噂		zun3	/talk together/
噅		hui1	/to speak falsely or wrongly/ugly/
噇		chuang2	/to eat (archaic)/
噉		dan4	/variant of 啖[dan4]/
噌		ceng1	/to scold/whoosh!/
噌		cheng1	/sound of bells etc/
噍		jiao4	/to chew/
噎		ye1	/to choke (on)/to choke up/to suffocate/
噏		xi1	/to gossip/to babble (Cantonese)/
噓		xu1	/to exhale slowly/to hiss/hush!/
噔		deng1	/(onom.) thud/thump/
噗		pu1	/(onom.) pop/plop/pfff/putt-putt of a motor/
噘		jue1	/(dialect) to abuse (verbally)/variant of 撅[jue1]/to pout/
噘		jue1	/to pout/
噙		qin2	/to hold in (usually refers the mouth or eyes)/
噚		xun2	/fathom (1.83 meters) (old)/
噛		nie4	/old variant of 嚙|啮[nie4]/
噝		si1	/(onom.) to hiss/to whistle/to whiz/to fizz/
噞		yan3	/the movement of a fish's mouth at the surface of the water/
噠		da1	/(phonetic)/command to a horse/clatter (of horses' hoofs)/
噢		o1	/Oh!/
噤		jin4	/unable to speak/silent/
噥		nong2	/garrulous/
噦		hui4	/see 噦噦|哕哕[hui4 hui4]/
噦		yue3	/to puke/to hiccup/
器		qi4	/device/tool/utensil/CL:臺|台[tai2]/
噩		e4	/startling/
噪		zao4	/the chirping of birds or insects/noise/clamor/buzzing/disturbance/
噫		yi1	/yeah (interjection of approval)/to belch/
噬		shi4	/to devour/to bite/
噭		jiao4	/shout/
噯		ai3	/(interj. of disapproval)/
噯		ai4	/(interj. of regret)/
噱		jue2	/loud laughter/
噲		Kuai4	/surname Kuai/
噲		kuai4	/throat/to swallow/
噲		wei4	/(interjection) hey/
噳		yu3	/herd/stag/buck/
噴		pen1	/to puff/to spout/to spray/to spurt/
噴		pen4	/(of a smell) strong/peak season (of a crop)/(classifier for the ordinal number of a crop, in the context of multiple harvests)/
噶		ga2	/phonetic ga (used in rendering Tibetan and Mongolian sounds)/Tibetan Ge: language of Buddha/(dialect) final particle similar to 了[le5] (esp. in Yunnan)/
噷		hen4	/interjection expressing disagreement, reproach or dissatisfaction/
噸		dun1	/ton (loanword)/Taiwan pr. [dun4]/
噹		dang1	/(onom.) dong/ding dong (bell)/
噻		sai1	/used in transliteration/
噼		pi1	/child's buttocks (esp. Cantonese)/(onom.) crack, slap, clap, clatter etc/
嚀		ning2	/to enjoin/
嚃		ta4	/to drink/to swallow/
嚄		huo4	/(interj.) oh!/
嚄		o3	/(interj. of surprise)/
嚅		ru2	/chattering/
嚆		hao1	/sound/noise/
嚇		he4	/to scare/to intimidate/to threaten/(interjection showing disapproval) tut-tut/(interjection showing astonishment)/
嚇		xia4	/to frighten/to scare/
嚉		duo1	/old variant of 咄[duo1]/
嚌		ji4	/sip/
嚎		hao2	/howl/bawl/
嚏		ti4	/sneeze/
嚐		chang2	/variant of 嘗|尝[chang2]/to taste/to experience/
嚓		ca1	/(onom.) screech/
嚓		cha1	/(onom.) snap/pop/see 喀嚓[ka1 cha1]/
嚔		ti4	/variant of 嚏[ti4]/
嚕		lu1	/grumble/chatter/
嚗		bo2	/(onom.) sound of sth splitting or breaking apart/sound of an object falling to the ground/a cry of rage/Taiwan pr. [bo1]/
嚙		nie4	/to gnaw/to erode/
嚚		yin2	/insincere/stupid/
嚜		me5	/(final particle)/
嚝		hong1	/to sigh/sound of a drum/
嚞		zhe2	/old variant of 哲[zhe2]/
嚟		li4	/used in transliteration/
嚥		yan4	/to swallow/
嚦		li4	/sound of splitting/cracking/
嚨		long2	/throat/
嚬		pin2	/variant of 顰|颦[pin2]/
嚭		pi3	/great/great fortune/
嚮		xiang4	/to tend toward/to guide/variant of 向[xiang4]/
嚯		huo4	/(onom.) expressing admiration or surprise/sound of a laugh/
嚱		xi1	/(sigh)/(whistle)/
嚲		duo3	/hang down/
嚳		ku4	/one of the five legendary emperors, also called 高辛氏/
嚴		Yan2	/surname Yan/
嚴		yan2	/tight (closely sealed)/stern/strict/rigorous/severe/father/
嚵		chan2	/(variant of 饞|馋[chan2]) gluttonous/greedy/
嚵		chan4	/(literary) animal's mouth or beak/
嚶		ying1	/calling of birds/
嚷		rang3	/to blurt out/to shout/
嚼		jiao2	/to chew/also pr. [jue2]/
囀		zhuan4	/to sing (of birds or insects)/to warble/to chirp/to twitter/
囁		nie4	/move the mouth as in speaking/
囂		xiao1	/clamor/
囅		chan3	/smilingly/
囆		chai4	/(used in an ancient given name)/
囈		yi4	/to talk in one's sleep/
囉		luo1	/see 囉嗦|啰嗦[luo1 suo5]/
囉		luo5	/(final exclamatory particle)/
囊		nang2	/sack/purse/pocket (for money)/
囌		su1	/see 囉囌|啰苏[luo1 su1]/
囍		xi3	/double happiness (similar to 喜喜)/symbol of good luck, esp. marriage/
囑		zhu3	/to enjoin/to implore/to urge/
囒		lan2	/confused chatter/incomprehensible babble/variant of 讕|谰, to accuse unjustly/
囓		nie4	/variant of 嚙|啮[nie4]/to gnaw/
囔		nang1	/muttering, indistinct speech/
囖		luo5	/erroneous variant of 囉|啰[luo5]/
囗		wei2	/enclosure/
囘		hui2	/variant of 回[hui2]/
囙		yin1	/old variant of 因[yin1]/
囚		qiu2	/prisoner/
四		si4	/four/4/
囝		jian3	/child/
囝		nan1	/variant of 囡[nan1]/
回		hui2	/to circle/to go back/to turn around/to answer/to return/to revolve/Hui ethnic group (Chinese Muslims)/time/classifier for acts of a play/section or chapter (of a classic book)/
囟		xin4	/fontanel (gap between the bones of an infant's skull)/
因		yin1	/cause/reason/because/
囡		nan1	/child/daughter/
団		tuan2	/Japanese variant of 團|团/
囤		dun4	/bin for grain/
囤		tun2	/to store/hoard/
囥		kang4	/(dialect) to hide/to conceal/
囦		yuan1	/old variant of 淵|渊[yuan1]/
囧		jiong3	/(archaic) light, bright (variant of 冏[jiong3])/(since c. 2005) (slang) emoticon signifying embarrassment, shock, helplessness etc/
囨		pian1	/expression of contempt equivalent to 呸[pei1]/
囪		chuang1	/variant of 窗[chuang1]/
囪		cong1	/chimney/
囫		hu2	/whole/in one lump/
囬		hui2	/variant of 回[hui2]/
囮		e2	/decoy/
囯		guo2	/variant of 國|国[guo2]/
困		kun4	/to trap/to surround/hard-pressed/stranded/destitute/
囲		wei2	/Japanese variant of 圍|围[wei2]/
図		tu2	/Japanese variant of 圖|图/
囶		guo2	/old variant of 國|国[guo2]/
囷		qun1	/granary/Taiwan pr. [jun1]/
囸		ri4	/old variant of 日[ri4]/
囹		ling2	/see 囹圄[ling2 yu3]/
固		gu4	/hard/strong/solid/sure/assuredly/undoubtedly/of course/indeed/admittedly/
囻		guo2	/old variant of 國|国[guo2]/
囿		you4	/park/to limit/be limited to/
圀		guo2	/old variant of 國|国[guo2]/
圂		hun4	/grain-fed animals/pigsty/
圃		pu3	/garden/orchard/
圄		yu3	/prison/to imprison/
圅		han2	/variant of 函[han2]/
圇		lun2	/complete/
圈		juan1	/to confine/to lock up/to pen in/
圈		juan4	/pen (pig)/a fold/
圈		quan1	/circle/ring/loop/classifier for loops, orbits, laps of race etc/CL:個|个[ge4]/to surround/to circle/
圉		yu3	/horse stable/frontier/
圊		qing1	/restroom/latrine/
國		Guo2	/surname Guo/
國		guo2	/country/nation/state/national/CL:個|个[ge4]/
圌		chui2	/name of a mountain/
圍		Wei2	/surname Wei/
圍		wei2	/to encircle/to surround/all around/to wear by wrapping around (scarf, shawl)/
圏		quan1	/Japanese variant of 圈/
圐		ku1	/see 圐圙[ku1 lu:e4]/
園		Yuan2	/surname Yuan/
園		yuan2	/land used for growing plants/site used for public recreation/abbr. for a place ending in 園|园, such as a botanical garden 植物園|植物园, kindergarten 幼兒園|幼儿园 etc/
圓		yuan2	/circle/round/circular/spherical/(of the moon) full/unit of Chinese currency (yuan)/tactful/to make consistent and whole (the narrative of a dream or a lie)/
圕		tuan1	/contraction of the three characters of 圖書館|图书馆[tu2 shu1 guan3]/library/
圖		tu2	/diagram/picture/drawing/chart/map/CL:張|张[zhang1]/to plan/to scheme/to attempt/to pursue/to seek/
團		tuan2	/round/lump/ball/to roll into a ball/to gather/regiment/group/society/classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)/
圙		lu:e4	/see 圐圙[ku1 lu:e4]/
圛		yi4	/mist rolling upwards/
圜		huan2	/circle/encircle/
圜		yuan2	/circle/round/
圞		luan2	/round/
土		Tu3	/Tu (ethnic group)/surname Tu/
土		tu3	/earth/dust/clay/local/indigenous/crude opium/unsophisticated/one of the eight categories of ancient musical instruments 八音[ba1 yin1]/
圧		ya1	/Japanese variant of 壓|压/
在		zai4	/(located) at/(to be) in/to exist/in the middle of doing sth/(indicating an action in progress)/
圩		wei2	/dike/
圩		xu1	/(dialect) country fair/country market/
圪		ge1	/(phonetic)/
圬		wu1	/to plaster/whitewash/
圭		gui1	/(old) jade tablet (a ceremonial badge of rank)/
圮		pi3	/destroyed/injure/
圯		yi2	/bridge, bank/
地		de5	/-ly/structural particle: used before a verb or adjective, linking it to preceding modifying adverbial adjunct/
地		di4	/earth/ground/field/place/land/CL:片[pian4]/
